Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Prokhorov Y.","7003439691;","G-Fano threefolds, II",2013,"Advances in Geometry",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879921117&doi=10.1515%2fadvgeom-2013-0009&partnerID=40&md5=63b56f003328c5e26f8cf92f2521b50f","We classify Fano threefolds with only Gorenstein terminal singularities and Picard number greater than 1, satisfying the additional assumption that the G-invariant part of the Weil divisor class group is of rank 1 with respect to an action of some group G. © 2013 by Walter de Gruyter GmbH & Co. 2013.","del Pezzo variety; Fano variety; terminal singularity",,"English",Article,Scopus,2-s2.0-84879921117
"Popov S.V., Bernhardt D.","54416259000;7006377194;","University competition, grading standards, and grade inflation",2013,"Economic Inquiry",14,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877621105&doi=10.1111%2fj.1465-7295.2012.00491.x&partnerID=40&md5=c6d2dbdac75d7639224dbaadc1f090fa","We develop a model of strategic grade determination by universities distinguished by their distributions of student academic abilities. Universities choose grading standards to maximize the total wages of graduates, taking into account how the grading standards affect firms' productivity assessment and job placement. We identify conditions under which better universities set lower grading standards, exploiting the fact that firms cannot distinguish between ""good"" and ""bad""""A''s. In contrast, a social planner sets stricter standards at better universities. We show how increases in skilled jobs drive grade inflation, and determine when grading standards fall faster at better schools. © 2012 Western Economic Association International.",,,"English",Article,Scopus,2-s2.0-84877621105
"Dunham D.W., Reitsema H.J., Lu E., Arentz R., Linfield R., Chapman C., Farquhar R., Ledkov A.A., Eismont N.A., Chumachenko E.","7005970860;6602082767;55851611900;6603129314;7003671406;7403167281;55403675600;55361555900;6603166598;7004559856;","A concept for providing warning of earth impacts by small asteroids",2013,"Solar System Research",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883790408&doi=10.1134%2fS0038094613040096&partnerID=40&md5=aaf8c6fe9b29e4740bc670d0a281cc95","The atmospheric detonation of a 17 m-asteroid above Chelyabinsk, Russia on 2013 February 15 shows that even small asteroids can cause extensive damage. Earth-based telescopes have found smaller harmless objects, such as 2008 TC3, a 4 m-asteroid that was discovered 20h before it exploded over northeastern Sudan (Jenniskens, 2009). 2008 TC3 remains the only asteroid discovered before it hit Earth because it approached Earth from the night side, where it was observed by large telescopes searching for near-Earth objects (NEO's). The larger object that exploded over Chelyabinsk approached Earth from the day side, from too close to the Sun to be detected from Earth. A sizeable telescope in an orbit about the Sun-Earth L1 (SE-L1) libration point could find objects like the ""Chelyabinsk"" asteroid approaching approximately from the line of sight to the Sun about a day before Earth closest approach. Such a system would have the astrometric accuracy needed to determine the time and impact zone for a NEO on a collision course. This would give at least several hours, and usually 2-4 days, to take protective measures, rather than the approximately two-minute interval between the flash and shock wave arrival that occurred in Chelyabinsk. A perhaps even more important reason for providing warning of these events, even smaller harmless ones that explode high in the atmosphere with the force of an atomic bomb, is to prevent mistaking such an event for a nuclear attack that could trigger a devastating nuclear war. A concept using a space telescope similar to that needed for an SE-L1 monitoring satellite, is already conceived by the B612 Foundation, whose planned Sentinel Space Telescope could find nearly all 140 m and larger NEO's, including those in orbits mostly inside the Earth's orbit that are hard to find with Earth-based telescopes, from a Venus-like orbit (Lu, 2013). Few modifications would be needed to the Sentinel Space Telescope to operate in a SE-L1 orbit, 0.01 AU from Earth towards the Sun, to find most asteroids larger than about 5 meters that approach the Earth from the solar direction. The spacecraft would scan 165 square degrees of the sky around the Earth every hour, finding asteroids when they are brightest (small phase angle) as they approach Earth. We will undertake Monte Carlo studies to see what fraction of asteroids 5 m and larger approaching from the Sun might be found by such a mission, and how much warning time might typically be expected. Also, we will check the overall coverage for all Earth-approaching NEO's, including ground-based observations and observations by the recently-launched NEOSSat, which may best fill any gaps in coverage between that provided by an SE-L1 telescope and ground-based surveys. Many of the objects as large as 50 m, like the one that created Meteor Crater in Arizona, will not be found by current NEO surveys, while they would usually be seen by this possible mission even if they approached from the direction of the Sun. We should give better warning for future ""Bolts out of the blue."" © 2013 Pleiades Publishing, Ltd.",,,"English",Article,Scopus,2-s2.0-84883790408
"Gurevich D., Saponov P.","7004262397;6602409805;","Braided algebras and their applications to Noncommutative Geometry",2013,"Advances in Applied Mathematics",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879798131&doi=10.1016%2fj.aam.2013.02.004&partnerID=40&md5=3478f92eac1976c34b43a59c0a7ed183","Abstract We introduce the notion of a braided algebra and study some examples of these. In particular, R-symmetric and R-skew-symmetric algebras of a linear space V equipped with a skew-invertible Hecke symmetry R are braided algebras. We prove the ""mountain property"" for the numerators and denominators of their Poincaré-Hilbert series (which are always rational functions). Also, we further develop a differential calculus on modified Reflection Equation algebras. Thus, we exhibit a new form of the Leibniz rule for partial derivatives on such algebras related to involutive symmetries R. In particular, we present this rule for the algebra U(gl(m)). The case of the algebra U(gl(2)) and its compact form U(u(2)) (which can be treated as a deformation of the Minkowski space algebra) is considered in detail. On the algebra U(u(2)) we introduce the notion of the quantum radius, which is a deformation of the usual radius, and compute the action of rotationally invariant operators and in particular of the Laplace operator. This enables us to define analogs of the Laplace-Beltrami operators corresponding to certain Schwarzschild-type metrics and to compute their actions on the algebra U(u(2)) and its central extension. Some ""physical"" consequences of our considerations are presented. © 2013 Elsevier Inc.","Braiding; Hecke symmetry; Laplace-Beltrami operator; Quantum radius; Reflection Equation algebra; Schwarzschild metric","Braiding; Central extensions; Invariant operators; Laplace-Beltrami operator; Non-commutative geometry; Partial derivatives; Quantum radius; Schwarzschild; Deformation; Differentiation (calculus); Geometry; Gravitation; Laplace transforms; Algebra","English",Article,Scopus,2-s2.0-84879798131
"Siegel J.I., Licth A.N., Schwartz S.H.","7403199031;55810384300;7403606009;","Egalitarianism, cultural distance, and foreign direct investment: A new approach",2013,"Organization Science",35,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880981052&doi=10.1287%2forsc.1120.0776&partnerID=40&md5=592701626c8c56e17b52fe9a87b08f89","This study addresses an apparent impasse in the research on organizations' responses to cultural distance. We posit that cross-country differences in egalitarianism-a cultural orientation manifested in intolerance for abuses of market and political power and support for protection of less powerful actors-affect multinational firms' choices of destinations for foreign direct investment (FDI). Using historically motivated instrumental variables, we observe that egalitarianism distance has a negative causal impact on FDI flows. This effect is robust to a broad set of competing accounts, including the effects of other cultural dimensions, various features of the prevailing legal and regulatory regimes, other features of the institutional environment, economic development, and time-invariant unobserved characteristics of origin and host countries. We further show that egalitarianism correlates in a conceptually compatible way with an array of organizational practices pertinent to firms' interactions with nonfinancial stakeholders, such that national differences in these egalitarianism-related features may affect firms' international expansion decisions. © 2013 INFORMS.","Cultural distance; Culture; Egalitarianism; Entrepreneurship; Foreign direct investment (FDI); Global strategy; Multinational firm; Neoinstitutionalism; Pollution haven hypothesis; Regulatory arbitrage",,"English",Article,Scopus,2-s2.0-84880981052
"Vil'ke V.G., Chumachenko E.N., Dunham D.W., Nazarov R.R.","7003824916;7004559856;7005970860;55802209500;","Motions of two tethered asteroids",2013,"Cosmic Research",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880633385&doi=10.1134%2fS0010952513030076&partnerID=40&md5=40ec7a4eb9136669e90ef31ac2bea112",[краткое описание не найдено],,,"English",Article,Scopus,2-s2.0-84880633385
"Molotkov S.N., Potapova T.A.","7005147387;7005641777;","Free space relativistic quantum cryptography with faint laser pulses",2013,"Laser Physics Letters",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879103449&doi=10.1088%2f1612-2011%2f10%2f7%2f075205&partnerID=40&md5=61e11aeef4902f2e3e0a2987d81f87bb","A new protocol for quantum key distribution through empty space is proposed. Apart from the quantum mechanical restrictions on distinguishability of non-orthogonal states, the protocol employs additional restrictions imposed by special relativity. The protocol ensures generation of a secure key even for the source generating non-strictly single-photon quantum states and for arbitrary losses in quantum communication channel. © 2013 Astro Ltd.",,,"English",Article,Scopus,2-s2.0-84879103449
"Eismont N.A., Boyarskii M.N., Ledkov A.A., Nazirov R.R., Dunham D.W., Shustov B.M.","6603166598;6506038187;55361555900;6603615788;7005970860;6603066355;","On the possibility of the guidance of small asteroids to dangerous celestial bodies using the gravity-assist maneuver",2013,"Solar System Research",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883798308&doi=10.1134%2fS0038094613040102&partnerID=40&md5=c9253f0d9605ac78b039f0483b11dff9","In this paper, the method of changing the trajectories of hazardous asteroids with orbits known for some years to be on a possible collision course with the Earth is considered. The method relies on the use of small asteroids (asteroid-projectiles) directed at hazardous celestial bodies by giving the projectile a sufficiently small velocity impulse ensuring the Earth gravity assist. As a result, the asteroid-projectile vector can be controllably changed over a wide range. Apophis is considered as an example of the target asteroid. The technical feasibility of this method is discussed. It is noted that despite the potential use of this elegant method, its practical implementation requires further research and development. © 2013 Pleiades Publishing, Ltd.",,,"English",Article,Scopus,2-s2.0-84883798308
"Diener E., Inglehart R., Tay L.","7102956820;6603572720;34870886500;","Theory and Validity of Life Satisfaction Scales",2013,"Social Indicators Research",309,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878541134&doi=10.1007%2fs11205-012-0076-y&partnerID=40&md5=1b4ab7ce6a1978a6d07691cb3d44ca15","National accounts of subjective well-being are being considered and adopted by nations. In order to be useful for policy deliberations, the measures of life satisfaction must be psychometrically sound. The reliability, validity, and sensitivity to change of life satisfaction measures are reviewed. The scales are stable under unchanging conditions, but are sensitive to changes in circumstances in people's lives. Several types of data indicate that the scales validly reflect the quality of respondents' lives: (1) Differences between nations in life satisfaction associated with differences in objective conditions, (2) Differences between groups who live in different circumstances, (3) Correlations with nonself-report measures of life satisfaction, (4) Genetic and physiological associations with life satisfaction, (5) Systematic patterns of change in the scales before, during, and after significant life events, and (6) Prediction by life satisfaction scores of future behaviors such as suicide. The life satisfaction scales can be influenced by factors such as question order, current mood, and mode of presentation, but in most cases these can be controlled. Our model of life satisfaction judgments points to the importance of attention, values, standards, and top-down effects. Although the scales are useful in research on individual well-being, there are policy questions that need more analysis and research, such as which types of subjective well-being measures are most relevant to which types of policies, how standards influence scores, and how best to associate the scores with current policy deliberations. © 2012 Springer Science+Business Media B.V.","Global evaluations; Life satisfaction; Measurement; National policy; Quality of life; Reliability; Validity","behavioral response; policy approach; quality of life; socioeconomic indicator; theoretical study","English",Article,Scopus,2-s2.0-84878541134
"Bufetov A., Mkrtchyan S., Shcherbina M., Soshnikov A.","7801312296;39262370300;35607432100;6603845420;","Entropy and the Shannon-McMillan-Breiman Theorem for Beta Random Matrix Ensembles",2013,"Journal of Statistical Physics",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876877486&doi=10.1007%2fs10955-013-0761-5&partnerID=40&md5=9c37580b4881f64662c38b4d09e278bc","We show that beta ensembles in Random Matrix Theory with generic real analytic potential have the asymptotic equipartition property. In addition, we prove a Central Limit Theorem for the density of the eigenvalues of these ensembles. © 2013 Springer Science+Business Media New York.","Beta ensembles; Entropy; Random matrices",,"English",Article,Scopus,2-s2.0-84876877486
"Ornea L., Verbitsky M., Vuletescu V.","56403110100;7004282961;35786504200;","Blow-ups of locally conformally kähler manifolds",2013,"International Mathematics Research Notices",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878879150&doi=10.1093%2fimrn%2frns128&partnerID=40&md5=88fbe154924f881d8194e0781f39836e","A locally conformally Khler (LCK) manifold is a complex manifold which admits a covering endowed with a Kähler metric with respect to which the covering group acts through homotheties. We show that the blow-up of a compact LCK manifold along a complex submanifold admits an LCK structure if and only if this submanifold is globally conformally Kähler. We also prove that a twistor space (of a compact four-manifold, a quaternion-Kähler manifold, or a Riemannian manifold) cannot admit an LCK metric, unless it is Kähler. © 2012 The Author(s) 2012.",,,"English",Article,Scopus,2-s2.0-84878879150
"Averbukh E., Dussouillez P., Kharif C., Khvostova O., Kurkin A., Rochette P., Soomere T.","55761029700;6507187494;55915319400;55762047100;7003446660;7006811225;6602843214;","Exposure of a coastal city to a landslide tsunami: A case study of Cassis, France [Maalihke põhjustatud tsunamiga seonduvad ohud: Cassis, Prantsusmaa]",2013,"Estonian Journal of Engineering",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878837521&doi=10.3176%2feng.2013.2.03&partnerID=40&md5=16cea498445bcad04fc83e7c6cbf7ad4","The rise of sea level will enhance erosion of cliffs that will be in the reach of storm waves in the distant future. We analyse the possible consequences of erosion-driven collapse of the cliff of Cap Canaille, located approximately 20 km from Marseille, France. A resulting fall of large amount of rocks (several millions m3) into the sea (or a subaerial landslide of an equal volume) may generate a local tsunami that will endanger the adjacent seaside resort Cassis. The propagation of waves, created by this hypothetic event, is simulated using the fully non-linear Boussinesq wave model FUNWAVE. The maximum elevation in Cassis may reach 3.6 m and it only weakly depends on the particular scenario of the collapse. The largest source of danger is the short arrival time (3-3.5 min) of the first wave that is also the highest one. This requires implementation of nontraditional means for building resilience of the local coastal community with respect to such events.","Boussinesq equations; Cap canaille; Cassis; Landslide tsunami; Tsunami modelling; Tsunami resilience","Boussinesq equations; Cap canaille; Cassis; Coastal communities; Distant futures; Landslide tsunamis; Propagation of waves; Seaside resorts; Computer simulation; Erosion; Landslides; Sea level; Tsunamis; Coastal engineering","English; Estonian",Article,Scopus,2-s2.0-84878837521
"Chistyakov V.V., Tretyachenko Y.V.","7005793389;35590663800;","A pointwise selection principle for maps of several variables via the total joint variation",2013,"Journal of Mathematical Analysis and Applications",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875379678&doi=10.1016%2fj.jmaa.2013.02.005&partnerID=40&md5=838ce1b78272539f72dfb12e28eed48c","Given a rectangle in the real Euclidean n-dimensional space and two maps f and g defined on it and taking values in a metric semigroup, we introduce the notion of the total joint variation TV(f,g) of these maps. This extends similar notions considered by Hildebrandt (1963) [17], Leonov (1998) [18], Chistyakov (2003, 2005) [5,8] and the authors (2010). We prove the following irregular pointwise selection principle in terms of the total joint variation: if a sequence of maps [fj]j ∞j=1 from the rectangle into a metric semigroup is pointwise precompact and lim supj,k→∞ TV(fj,fk) is finite, then it admits a pointwise convergent subsequence (whose limit may be a highly irregular, e.g., everywhere discontinuous, map). This result generalizes some recent pointwise selection principles for real functions and maps of several real variables. © 2013 Elsevier Ltd.","Maps of several variables; Metric semigroup; Pointwise convergence; Selection principle; Total joint variation",,"English",Article,Scopus,2-s2.0-84875379678
"Malyshev D.S.","25522390800;","A study of the boundary graph classes for colorability problems",2013,"Journal of Applied and Industrial Mathematics",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878802281&doi=10.1134%2fS1990478913020117&partnerID=40&md5=349de2a300a3249fcbbbd92fe549e943","The notion of a boundary class of graphs is a helpful tool for the computational complexity analysis of graph theory problems in the family of hereditary classes. Some general and specific features for families of boundary classes of graphs for the vertex k-colorability problem and its ""limit"" variant, the chromatic index problem, were studied by the author earlier. In the present article, these problems are considered in application to the edge version of the colorability problem. It turns out that each boundary class for the edge 3-colorability problem is a boundary class for the chromatic index problem; however, for each k > 3, there exist uncountably many boundary classes for the edge k-colorability problem each of which is not a boundary class for the chromatic index problem.We formulate some necessary condition for the existence of boundary classes of graphs for the vertex 3-colorability problem which are not boundary for the chromatic index problem. To the author's mind, this condition is never satisfied and so there are no such boundary classes for the vertex 3-colorability problem. © 2013 Pleiades Publishing, Ltd.","boundary class of graphs; colorability problem; computational complexity","3-colorability; boundary class of graphs; Chromatic index; Colorability; Computational complexity analysis; Edge version; Graph class; Hereditary class; Computational complexity; Graphic methods; Graph theory","English",Article,Scopus,2-s2.0-84878802281
"Kolesnikov A.V.","7101682128;","On sobolev regularity of mass transport and transportation inequalities",2013,"Theory of Probability and its Applications",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878756274&doi=10.1137%2fS0040585X97985947&partnerID=40&md5=5f544da17ffb8759272be4cc96d33757","We study Sobolev a priori estimates for the optimal transportation T = ∇Φ between probability measures μ = e-Vdx and ν = e-W dx on Rd. Assuming uniform convexity of the potential W we show that ∫{double pipe}D2Φ{double pipe}2 HS dμ, where {double pipe} · {double pipe}HS is the Hilbert-Schmidt norm, is controlled by the Fisher information of μ. In addition, we prove a similar estimate for the Lp(μ)-norms of {double pipe}D2Φ{double pipe} and obtain some Lp-generalizations of the well-known Caffarelli contraction theorem. We establish a connection between our results and the Talagrand transportation inequality. We also prove a corresponding dimension-free version for the relative Fisher information with respect to the Gaussian measure. ©2013 Society for Industrial and Applied Mathematics.","Gaussian measures; Lipschitz mappings; Log-concave measures; Log-Sobolev inequality; Monge-Ampère equation; Monge-Kantorovich problem; Sobolev a priori estimates; Transportation inequalities",,"English",Article,Scopus,2-s2.0-84878756274
"Danilov V.G.","7201827676;","Global-in-time asymptotic solutions to Kolmogorov-Feller-type parabolic pseudodifferential equations with small parameter - Forward- and backward-in-time motion",2013,"Abstract and Applied Analysis",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878683827&doi=10.1155%2f2013%2f941878&partnerID=40&md5=c24622e504461e6f19368007ca5512cd","We discuss the construction of solutions to the inverse Cauchy problem by using characteristics. © 2013 V. G. Danilov.",,,"English",Article,Scopus,2-s2.0-84878683827
"Novaga M., Sobolevski A., Stepanov E.","6603422209;7004013625;7102907459;","Droplet condensation and isoperimetric towers",2013,"Pacific Journal of Mathematics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878701607&doi=10.2140%2fpjm.2013.262.457&partnerID=40&md5=ef36f62ed60e70a1f61ef149842ed291","We consider a variational problem in a planar convex domain, motivated by the statistical mechanics of crystal growth in a saturated solution. The minimizers are constructed explicitly and are completely characterized. © 2013 Mathematical Sciences Publishers.","Anisotropic variational problems; Constrained isoperimetric problems; Crystal growth",,"English",Article,Scopus,2-s2.0-84878701607
"Tyutnev A.P., Ikhsanov R.S., Grach E.D., Kochetov I.V., Saenko V.S., Pozhidaev E.D.","7005402871;15131512700;36189808900;7005839858;7103137190;7006116169;","Effect of charged centers on electron transport in molecularly doped polymers: Theory and experiment",2013,"Polymer Science - Series A",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878507354&doi=10.1134%2fS0965545X13020090&partnerID=40&md5=fdf61d3e27580d96e7d18ba5a84497d2","The effect of charged centers on charge-carrier mobility in polycarbonate, a polar molecularly doped polymer, is studied. The nature of this effect is revealed, and a simplified physicomathematical model is proposed to describe it. The performed numerical calculations are qualitatively consistent with experimental results. Preliminary studies are conducted to elucidate the nature of the defective surface layer in molecularly doped polymer samples. © 2013 Pleiades Publishing, Ltd.",,"Charge-carrier mobility; Electron transport; Molecularly doped polymers; Numerical calculation; Physicomathematical models; Preliminary studies; Surface layers; Materials science; Polymers","English",Article,Scopus,2-s2.0-84878507354
"Ikhsanov R.S., Tyutnev A.P., Saenko V.S., Pozhidaev E.D.","15131512700;7005402871;7103137190;7006116169;","Formation of a plateau on time-of-flight curves of molecularly doped polymers",2013,"Polymer Science - Series A",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878477123&doi=10.1134%2fS0965545X13020041&partnerID=40&md5=397bd3d454bd617e97f2ec0b4c01058a","A program for numerical computation of the curves of the transient current in samples of molecularly doped polymers has been developed with allowance for the presence of a defective surface layer in them. Time-of-flight curves are calculated with the multiple-trapping model with a Gaussian energy distribution of traps. The model parameters are determined from the results of independent measurements. Numerical computations are in qualitative agreement with experimental data for a typical molecularly doped polymer. The features of the formation of a flat plateau in samples of different thickness are discussed in terms of the proposed model. © 2013 Pleiades Publishing, Ltd.",,"Different thickness; Experimental datum; Gaussian energy distribution; Independent measurement; Model parameters; Molecularly doped polymers; Numerical computations; Transient current; Materials science; Polymers","English",Article,Scopus,2-s2.0-84878477123
"Silaev M.A., Silaeva V.A.","36872958400;55745114000;","Self-consistent electronic structure of multiquantum vortices in superconductors at T ≪ Tc",2013,"Journal of Physics Condensed Matter",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878075584&doi=10.1088%2f0953-8984%2f25%2f22%2f225702&partnerID=40&md5=8390685f7d4e41541640c444addcb20e","We investigate the multiquantum vortex states in a type-II superconductor in both 'clean' and 'dirty' regimes defined by impurity scattering rate. Within a quasiclassical approach we calculate self-consistently the order parameter distributions and electronic local density of states (LDOS) profiles. In the clean case we find the low temperature vortex core anomaly predicted analytically by Volovik (1993 JETP Lett. 58 455) and obtain the patterns of LDOS distributions. In the dirty regime multiquantum vortices feature a peculiar plateau in the zero energy LDOS profile, which can be considered as an experimental hallmark of multiquantum vortex formation in mesoscopic superconductors. © 2013 IOP Publishing Ltd.",,"Impurity scattering; Local density of state; Low temperatures; Mesoscopic superconductors; Order parameter; Type II superconductors; Vortex formation; Vortices in superconductors; Electronic structure; Superconductivity; Vortex flow; Superconducting materials","English",Article,Scopus,2-s2.0-84878075584
"Ternov A.I., Eminov P.A.","8876360600;6603021264;","Decay of a massive neutrino in magnetized electron gas",2013,"Physical Review D - Particles, Fields, Gravitation and Cosmology",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879074810&doi=10.1103%2fPhysRevD.87.113001&partnerID=40&md5=27559e5701052d82759517d3f8a36ce3","This paper contains a summarized calculation of the probability of massive Dirac neutrino radiative decay in an intense magnetic external field where HH 0 =me2c3/e=4.41×1013 G with a degenerated electron gas present. It is demonstrated that the presence of the said medium significantly increases the probability of neutrino decay in the magnetic field, both in cases of relativistic and nonrelativistic neutrinos. The latter conclusion is of interest in connection with the currently developed dark matter theories, according to which dark matter may consist of nonrelativistic neutrinos with mass equal to several keV. © 2013 American Physical Society.",,,"English",Article,Scopus,2-s2.0-84879074810
"Kotov O.V., Kol'chenko M.A., Lozovik Y.E.","39262112800;55407279000;16421007700;","Ultrahigh refractive index sensitivity of TE-polarized electromagnetic waves in graphene at the interface between two dielectric media",2013,"Optics Express",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878838276&doi=10.1364%2fOE.21.013533&partnerID=40&md5=f0db972a78159972b6034a38c7293a2b","The behavior of the TE and TM electromagnetic waves in graphene at the interface between two semi-infinite dielectric media is studied. The dramatic influence on the TE waves propagation even at very small changes in the optical contrast between the two dielectric media is predicted. Frequencies of the TE waves are found to lie only in the window determined by the contrast. We consider this effect in connection with the design of graphene-based optical gas sensor. Near the frequency, where the imaginary part of the conductivity of graphene becomes zero, ultrahigh refractive index sensitivity and very low detection limit are revealed. The considered graphene-based optical gas sensor outperforms characteristics of modern volume refractive index sensors by several orders of magnitude. © 2013 Optical Society of America.",,"Chemical sensors; Contrast media; Electromagnetic waves; Gas detectors; Dielectric media; Imaginary parts; Low detection limit; Optical contrast; Optical gas sensors; Orders of magnitude; Refractive index sensitivity; Refractive index sensor; Graphene","English",Article,Scopus,2-s2.0-84878838276
"Inishev I.","39461364000;","Heidegger's philosophy of art in the light of contemporary aesthetics and image theory [Heideggers philosophie der kunst im lichte gegenwärtiger ästhetik und bildtheorie]",2013,"Phainomena",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891881156&partnerID=40&md5=f7b4d232dc8179d1699e0c0618146cf0","The article identifies and discusses two basic prerequisites for the fruitful interpretation and reception of Heidegger's art philosophy. The first is the reconstruction and analysis of the role, which the problematic of art played in the theoretical genesis of the so-called 'turn"" (""die Kehre"" in German) in Heidegger's philosophical pathway that took place in the 1930s. The second prerequisite is a successful integration of Heidegger's ideas to the nature of art into the contemporary discussions around the notion of the aesthetic, its changing boundaries and functions. The article focuses on epistemological, spatial, and material aspects of Heidegger's conception of art, which are especially of interest in the context of contemporary aesthetic theory, whose sphere of competence ranges from the region of art to the variety of aesthetic experiences in everyday life.","Aesthetic experience; Heidegger art; Mediality",,"German",Article,Scopus,2-s2.0-84891881156
"Letuchiy A.","55823575400;","Verb classes in Adyghe: Derivational vs. nonderivational criteria",2013,"Linguistics",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881658254&doi=10.1515%2fling-2013-0029&partnerID=40&md5=a068840023a09d26f2bf83bd2e22bd49","In my paper, two variants of verb classification in Adyghe, a language of the West Caucasian family, are discussed. The first variant is a purely morphological classification based on the choice of person cross-referencing prefixes. The second one is a derivational classification which builds on the morphological mechanisms of reciprocalization and reflexivization. The main research question which lies behind my study is whether verbs derived by means of a derivational marker, for instance, a possibilitive one, behave in the course of other valencychanging operations differently from nonderived verbs. I will show that verb classification in Adyghe has some typologically peculiar properties, the main one being that the derivational classification distinguishes more specific classes than the purely morphological one. In other words, the fact that a verb is derived and how it is derived is crucial for its behavior. The language-specific properties of Adyghe are also typologically relevant. They show that derived verbs and derivational mechanisms are of particular relevance in verb classification and should be given more attention in linguistic work on verb classification than is currently done. © Elsevier BV 2013.","Adyghe; Caucasian languages; Derived verbs; Predictability; Reciprocal; Reflexive; Transitivity; Verb classes",,"English",Article,Scopus,2-s2.0-84881658254
"Slonimczyk F.","54685125500;","Earnings inequality and skill mismatch in the U.S.: 1973-2002",2013,"Journal of Economic Inequality",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877102372&doi=10.1007%2fs10888-011-9212-1&partnerID=40&md5=0e437a0e71908cc19c4713cd494c4b9d","This paper shows that skill mismatch is a significant source of inequality in real earnings in the U. S. and that a substantial fraction of the increase in wage dispersion during the period 1973-2002 was due to the increase in mismatch rates and mismatch premia. In 2000-2002, surplus and deficit qualifications taken together accounted for 4. 3 and 4. 6% of the variance of log earnings, or around 15% of the total explained variance. The dramatic increase in over-education rates and premia accounts for around 20 and 48% of the increase in the Gini coefficient during the 30 years under analysis for males and females respectively. The surplus qualification factor is important in understanding why earnings inequality polarized in the last decades. © 2011 Springer Science+Business Media, LLC.","Earnings inequality; Shapley value decomposition; Skill mismatch",,"English",Article,Scopus,2-s2.0-84877102372
"Bushmeleva K.I., Plyusnin I.I., Bushmelev P.E., Uvaisov S.U.","57199347935;26534951800;48761128700;14049539200;","Distributed wireless system for monitoring the technical state of objects in a gas-transport network",2013,"Measurement Techniques",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880507202&doi=10.1007%2fs11018-013-0184-3&partnerID=40&md5=73043342637fa272dd5e0818c06c772d","The elements and structure of a distributed wireless monitoring system for detecting gas leaks in real time which provides safe and reliable operation of objects in a gas transport network are discussed. © 2013 Springer Science+Business Media New York.","gas-transport network; methane leak detector; monitoring system; wireless sensor network","Distributed wireless; Gas leaks; Gas transport; Methane leaks; Monitoring system; Real time; Reliable operation; Technical state; Methane; Wireless sensor networks; Monitoring","English",Article,Scopus,2-s2.0-84880507202
"Gordeeva T.O., Osin E.N., Kuz'Menko N.E., Leont'Ev D.A., Ryzhova O.N.","6602172513;35737831400;7003835506;55796318500;16305656400;","Efficacy of the academic competition (Olympiad) system of admission to higher educational institutions (in Chemistry)",2013,"Russian Journal of General Chemistry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880255578&doi=10.1134%2fS1070363213060479&partnerID=40&md5=12d6ca6d033d7dc4c0f0b48ef3c21d46","The association between the academic competition (Olympiad) results and subsequent academic performance during the first two years at a higher educational institution was examined. The data for three cohorts (N = 738) of students of the Chemistry Department, Moscow State University, were analyzed, including the results of international and nationwide academic competitions in chemistry, university grade point averages, and Unified State Examination scores. It was shown that students admitted on the basis of academic competition results (winning or prize-winning) perform significantly better during the first two years at the university than those admitted on the basis of Unified State Examination scores. It was shown that the results of academic competitions of different levels are not equal in predicting subsequent academic performance for students. © 2013 Pleiades Publishing, Ltd.",,,"English",Article,Scopus,2-s2.0-84880255578
