Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Maslov V.P.","7202893841;","On the introduction of the temperature standard in the undistinguishing parastatistics of objectively distinguishable objects",2014,"Mathematical Notes",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894778031&doi=10.1134%2fS000143461401009X&partnerID=40&md5=b95aa82367537ebb552a3b6464e54f2f","We consider various normalizations enabling us to change the scale of the graphs of isotherms and isochores. The relationship between parastatisticsal value of the maximal number of particles, corresponding to a given energy, and temperature allows us to pass in the domain of positive chemical potentials from the parastatisticsal number K (K = ∞ corresponds to Bose statistics and K = 0 to Fermi statistics) to the temperature, which changes the scaling of the pressure in this domain. © 2014 Pleiades Publishing, Ltd.","Bachinsky condition; Boyle density; Boyle temperature; contour; critical temperature; isochore; isotherm; parastatistics; UD-statistics; Zeno line",,"English",Article,Scopus,2-s2.0-84894778031
"Turovsky R.","55588390100;","Opposition Parties in Hybrid Regimes: Between Repression and Co-optation: The Case of Russia's Regions",2014,"Perspectives on European Politics and Society",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894266196&doi=10.1080%2f15705854.2013.828957&partnerID=40&md5=36ab441a9237b6b25587f84f6f5b95e4","In this article the author analyses the intricate combination of repression and co-optation policies conducted by Russia's ruling elites in their relations with the opposition on the regional level. As the study shows the structural features of electoral authoritarianism not only ensure the victories of 'approved' candidates but also make the rare oppositional winners to adapt to the existing regime and change the political affiliation. If the regime gets more authoritarian the oppositional party can still be a tool to win a local election. But after being elected, the winner finds himself in another political environment of existing patron-client relations, and has no other choice than to become a dependent member, or an agent (according to principal-agent theory) in higher-level clientele. As a result, oppositional party has become useless in the recruitment of influential executive power elite. However, while blocking unwanted 'invasion' of opposition into the executive power the regime allows opposition to be presented in the leadership of regional legislative power. This policy reflects the necessity to make an opposition more loyal and included into the system of power relations in most safe and efficient for the ruling elite way. © 2013 Taylor & Francis.","co-optation; dominant party; opposition; Party system; patron-client relations; principal-agent relations; regional power; repression; spoils",,"English",Article,Scopus,2-s2.0-84894266196
"Roshchina Ia., Filippova T.","56038905200;56038775900;","School education through the eyes of parents",2014,"Russian Education and Society",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894206010&doi=10.2753%2fRES1060-9393560107&partnerID=40&md5=ba9466086748c348b5ed9db0f9900ece","Data from surveys of parents of students in Russian schools of various types in the years 2006 to 2011 show a high level of desire to invest in their children's education. There has been a high degree of stability in aspirations and investment in spite of the economic problems caused by global recession. © 2014 M.E. Sharpe, Inc.",,,"English",Article,Scopus,2-s2.0-84894206010
"Biryukova O.V.","56440311700;","Russian knowledge-intensive services in international trade",2014,"Studies on Russian Economic Development",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893949712&doi=10.1134%2fS1075700714010043&partnerID=40&md5=094d88308df40169b7d44f49edf807d6","This paper reviews the share of the Russian sector of knowledge-intensive services in the global market. The dynamics, structure, and geography of import-export operations in this sector is analyzed. The effectiveness of measures aimed at incentivizing the Russian export of knowledge-intensive services is assessed from the perspective of foreign trade institutions and tax mechanisms. © 2014 Pleiades Publishing, Ltd.",,,"English",Article,Scopus,2-s2.0-84893949712
"Skempton S.","56033114300;","‘I Am That I Am’: Being as Absolute Subject",2014,"Sophia",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893856623&doi=10.1007%2fs11841-013-0395-8&partnerID=40&md5=312e69cc3ee34ab6c38a06fda842803a","This article proposes a new interpretation of the ontological significance of the Biblical statement ‘I am that I am’ that focuses on the relationship between the Heideggerian notion of the being that is beyond all entities and the German Idealist concern with the irreducibility of subjectivity. This focus is put forward as an effective way of philosophically elaborating what are argued to be the twin aspects of the statement—the being that transcends predication, and an irreducibly first person ontology. This elaboration is performed by discussing the way in which these two themes have been approached at certain pertinent points in the history of metaphysics. With regard to the theme of transcendent being, an overview of the medieval Scholastic debates on the issue precedes a direct discussion of the Heideggerian position. As for the theme of the irreducibility of first person ontology, an overview of the relevant theories of the various German Idealist philosophers precedes a direct engagement with what Heidegger has to say on this issue. The overall argument here is that it is possible coherently to conceive of the pure being that transcends all entities in terms of the ‘I’ of an absolute subject without eliding the difference between being and entities, without succumbing to what Heidegger regards as an onto-theological oblivion of being. © 2014, Springer Science+Business Media Dordrecht.","Being; Exodus 3:14; German Idealism; Heidegger; Scholasticism; Subjectivity; The absolute",,"English",Article,Scopus,2-s2.0-84893856623
"Karpov V.","54926527800;","Robot's temperament",2014,"Biologically Inspired Cognitive Architectures",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892434219&doi=10.1016%2fj.bica.2013.11.004&partnerID=40&md5=b6223164799a802b272f5a3219ff3e30","This work explores a perspective on robotic behavior control based on mechanisms that are traditionally implicated in generation of emotions and temperament in humans. It is demonstrated that these complex psychological phenomena can be imitated by very simple means. At the heart of the emotional component of the robot's architecture is Simonov's Information Theory of Emotions. The main assumption of this theory is that emotions represent the brain's estimate of any actual need of the individual together with the probability of its satisfaction. The temperamental component of the model controls the balance of excitation and inhibition within the robot's cognitive architecture. Experiments were conducted with a couple of simple mobile autonomous robots. Experimental results demonstrate distinct types of behavioral temperament exhibited by the robot, including melancholic, choleric, sanguine and phlegmatic. These types of behavior are determined by ""regulators of temperament"" in the robot architecture. It is shown that emotions and temperament can be very useful for a robot in complex environments with unknown characteristics. Various in character environments can demand various types of behavior: in quickly changing environments the choleric behavior is more preferable and in stationary ones are phlegmatic, etc. In some sense, different psychological organization of a robot can be considered as a convenient mechanism of adaptation. Emotions and temperament as biologically inspired mechanisms allow us not only to describe but also to control the robot's behavior in a natural form. © 2013 Elsevier B.V. All rights reserved.","Emotions; Robot; Temperament","Biologically inspired mechanisms; Changing environment; Cognitive architectures; Complex environments; Emotions; Mobile autonomous robots; Robot architecture; Temperament; Robotics; Robots","English",Article,Scopus,2-s2.0-84892434219
"Yakovlev A.","36085487700;","Russian modernization: Between the need for new players and the fear of losing control of rent sources",2014,"Journal of Eurasian Studies",23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890858321&doi=10.1016%2fj.euras.2013.09.004&partnerID=40&md5=7cad3516b415d079d4be894c2e8c70e8","This paper considers current contradictions in state-business relations in Russia. On one hand, the Russian political elite needs economic growth to keep social stability in the country and to limit mass protesting in big cities. Economic growth is impossible without investment, which explains Russian leaders' increased interest in improving Russia's business climate. On the other hand, influential interest groups (represented first of all by security and law enforcement agencies) try to expand their control on rent sources in the economy. These groups of interests could strengthen their positions due to fear of political protests. This strong conflict among different groups in the Russian elite creates additional uncertainty for investors and the business community, and can lead to economic recession independent of the level of oil prices and dynamics of global markets. Reversing these negative trends in economic development will be possible only with collective actions of different economic and political actors (including technocrats in federal and regional governments, representatives of large and successful middle-sized business and top-managers of public sector organizations) in the search for pragmatic solutions to the challenges faced by Russian economy and society. © 2013 Asia-Pacific Research Center, Hanyang University.","Bureaucracy; Investment climate; Modernization from above; Rents; Response to the crises; Russian transition economy; Violent pressure on business",,"English",Article,Scopus,2-s2.0-84890858321
"Karpov A.","24464304000;","Equal weights coauthorship sharing and the Shapley value are equivalent",2014,"Journal of Informetrics",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888037185&doi=10.1016%2fj.joi.2013.10.008&partnerID=40&md5=b4721f4835676e37f516a33cae7ff8eb","The publication credit allocation problem is one of the fundamental problems in bibliometrics. There are two solutions which do not use any additional information: equal weights measure and the Shapley value. The paper justifies the equal weights measure by showing equivalence with the Shapley value approach for sharing co-authors performance in specific games. © 2013 Elsevier Ltd.","Coauthorship; Collaboration; Shapley value","Computer applications; Bibliometrics; Coauthorship; Collaboration; Credit allocations; Shapley value; Game theory","English",Article,Scopus,2-s2.0-84888037185
"Slavnov S.","7801642454;","Modeling linear logic with implicit functions",2014,"Annals of Pure and Applied Logic",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885329415&doi=10.1016%2fj.apal.2013.07.018&partnerID=40&md5=3183691079a060fed870c80c04457f0c","Just as intuitionistic proofs can be modeled by functions, linear logic proofs, being symmetric in the inputs and outputs, can be modeled by relations (for example, cliques in coherence spaces). However generic relations do not establish any functional dependence between the arguments, and therefore it is questionable whether they can be thought as reasonable generalizations of functions. On the other hand, in some situations (typically in differential calculus) one can speak in some precise sense about an implicit functional dependence defined by a relation. It turns out that it is possible to model linear logic with implicit functions rather than general relations, an adequate language for such a semantics being (elementary) differential calculus. This results in a non-degenerate model enjoying quite strong completeness properties. © 2013.","Denotational semantics; Linear logic",,"English",Article,Scopus,2-s2.0-84885329415
"Schwartz S.H.","7403606009;","National Culture as Value Orientations: Consequences of Value Differences and Cultural Distance",2014,"Handbook of the Economics of Art and Culture",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884130538&doi=10.1016%2fB978-0-444-53776-8.00020-9&partnerID=40&md5=5c7fb7aec01719153a2859f930733f3b","This chapter presents my theory of seven cultural value orientations and applies it to understanding relations of culture to significant societal phenomena. The first section explicates my conception of culture - a conception of the normative value system that underlies social practices and institutions. I then derive seven value orientations that are useful for describing and comparing societies. Next, the chapter discusses the conceptual underpinnings for measuring the cultural value orientations. It then presents the survey methods developed for this purpose, and the empirical validation of the content of the value orientations and of the structure of relations among them. This is based on analyses of data across 77 national groups in 75 countries. Brief comparisons of these value orientations with two other dimensional approaches to culture are followed by an analysis that justifies treating countries as cultural units. The middle section of the chapter uses the seven validated cultural orientations to generate a worldwide graphic mapping of national cultures. This map permits comparison of national cultures with one another on each orientation. It reveals eight distinct world cultural regions that reflect the influence of geographic proximity, history, language, and other factors. To illustrate the meaningfulness of the cultural map, I discuss the distinctive cultural profiles of each world cultural region. The final third of the chapter examines associations between culture, measured by the value orientations, and a variety of variables of economic significance: the socioeconomic level of countries, their level of corruption, the social net they provide to citizens, their level of democracy, and the competitiveness of their market systems. It discusses the reciprocal causal processes that may account for these associations. Finally, the chapter analyzes how distance between countries on cultural value orientations affects the flow of investment around the world. The current approach differs from well-known theories of cultural dimensions (e.g. Inglehart and Baker, 2000; Hofstede, 2001) in deriving the constructs to measure culture from a priori theorizing and then testing the fit of these constructs to empirical data. Moreover, whereas other approaches seek orthogonal dimensions, I assume that correlated dimensions capture culture better because they can express the interdependence of cultural elements. My theory of culture specifies a coherent, integrated system of relations among the seven cultural orientations. These orientations form three correlated bipolar dimensions. Empirical measures of the seven orientations support the coherence of culture by revealing that the cultural profiles of societies rarely exhibit incompatible value emphases. © 2014 Elsevier B.V.","Cultural value orientations; Implications of national cultures for economics; Mapping 75 national cultures",,"English",Book Chapter,Scopus,2-s2.0-84884130538
"Deblasio A., Demin M.","55283349300;57195640095;","Russian scholarly journals: The limits and potential of communication",2014,"Russian Journal of Communication",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029417332&doi=10.1080%2f19409419.2014.885692&partnerID=40&md5=6cdf6b98f2122faf454fa61db76d6d80",[краткое описание не найдено],,,"English",Editorial,Scopus,2-s2.0-85029417332
"Tyumeneva Y., Valdman A., Carnoy M.","12790872300;57195358351;6701611241;","What does subject knowledge give for its applying in new context. The first results from studies TIMSS-2011 and PISA-2012",2014,"Voprosy Obrazovaniya",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027463989&doi=10.17323%2f1814-9545-2014-1-8-24&partnerID=40&md5=4a8d1264df2034b1d1789e90949d0ed8","The purpose of this research is to estimate of relationship between the level of subject knowledge formation with skills of transferring to non-academic context. To answer this question we use Russian databases of international studies TIMSS and PISA. The sample included 4241 Russian students. They participated in both studies TIMSS-2011 and PISA-2012. Based on the previous literature and content comparison of TIMSS-PISA math items we argue that TIMSS items can represent formal subject knowledge, while PISA items represent real- life context problems. We divided TIMSS participants into 6 groups from the top performers to poor performers (based on class average PVs in math) and picked up 10 (and 20) hardest PISA items using One-Parameter Rasch Model. Then we checked the proportion of correctly done PISA items among the 10 (and 20) hardest ones in each TIMSS group of students. This indicator is measure of the ability to transfer subject knowledge in a new context and apply them to solve real-life problems. Positive relationship between the level of subject knowledge development and the ability to transfer and apply it to a every-day problems was found. The better student knows math, the more likely he will be able to apply this knowledge to solve problems in a non-academic context. This relationship is not linear. Students from the most successful TIMSS group had substantive benefit in handling PISA hardest items, but all other levels of TIMSS performance differentiated weakly success in contextual PISA problems.","Context tasks; Math; PISA; School learning; TIMSS",,"Russian",Article,Scopus,2-s2.0-85027463989
"Kardanova Y., Ponomaryova A., Safuanov I., Osin Y.","57195357731;57195358593;15731713700;35737831400;","A comparative study of mathematics teachers' beliefs and practices in Russia, Estonia, and Latvia",2014,"Voprosy Obrazovaniya",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027442714&doi=10.17323%2f1814-9545-2014-2-44-81&partnerID=40&md5=b14b399fd7f6259700ef09849b0a62f7","Teachers' beliefs should be changed in order to introduce modern teaching methods in education. The notion of ""belief"" combines the ideas, attitudes, and personal philosophies teachers apply in their work. We differentiate between traditional beliefs about teaching as a direct transfer of knowledge and constructivist beliefs assuming that students construct their knowledge themselves through specifically organized activities. We have analyzed the key teacher belief research projects: the OECD's Teaching and Learning International Survey (TALIS), the cross-cultural Teacher Education and Development Study in Mathematics (TEDS-M), and the Nordic-Baltic Comparative Research in Mathematics Education (NorBA) that we borrowed a questionnaire from. Our survey involved teachers of mathematics in three countries: 390 teachers in Latvia (of which 95 with Russian as their native tongue), 332 teachers in Estonia (of which 92 with Russian as their native tongue), and 1,096 teachers in the Russian Federation. We have found that differences between teachers in different countries were statistically important in all the variables used in the study, regardless of whether Estonian and Latvian teachers were Russian-speaking or not. All teachers implemented their beliefs in their everyday classroom practices. 36% of teachers in Russia had a high level of constructivism (as compared to 26% in Latvia and 18% in Estonia). Proportion of teachers with low levels of traditionalism in Latvia and Estonia (appr. 25% in both) was higher than the same proportion among Russian teachers (17.5%). We have come to a conclusion that different approaches to education system reforms in Russia and in the Baltic states have resulted in a significant diversity of beliefs among teachers of mathematics. Thus, proportion of teachers with low levels of traditionalist beliefs has grown in the Baltic countries more than in Russia, which explains to some extent higher PISA points of Estonian and Latvian students.","Beliefs; Constructivism; Mathematics teachers; Nordic-Baltic Comparative Research in Mathematics Education; PISA; School education; Traditionalism",,"Russian",Article,Scopus,2-s2.0-85027442714
"Yastrebov G., Pinskaya M., Kosaretsky S.","25937011700;56968021400;15058987600;","Using contextual data for education quality assessment: The experience of tools development and testing",2014,"Voprosy Obrazovaniya",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017183621&doi=10.17323%2f1814-9545-2014-4-58-95&partnerID=40&md5=79e999acf177487ee20f26c929660286","The paper suggests an approach to assessing performance of educational institutions with regard to their social specifics. To develop this approach, the authors relied upon 1) results of numerous studies proving correlations between student performance and contextual factors (both in Russia and abroad); 2) foreign colleagues' experience of solving similar problems; and 3) the idea of providing minimum required information to enable such assessments in contemporary Russia. The fundamental idea lying behind the proposed assessment tool is that, having necessary data at hand, one can identify empirically stable correlations between student performance and contextual factors (e. g. different social composition of students). In research practice, these correlations were revealed through multiple regression analysis. Results of such analysis-established empirical correlations-may then be used to ""discount"" formal progress, i. e. to have justifiably higher expectations about institutions in more favorable contexts and lower expectations about those in less favorable situations. The authors think over two ways of using this information: based either on a formula or on a specific index (the index of school social well-being) they have elaborated. They also draw attention towards possible constraints associated with using these tools and touch upon a more global problem of considering contextual factors in assessing the quality of education in Russia.","Contextual data; Contextualization; Education quality; Quality assessment; Social composition of students; Social context; The Unified State Examination (USE)",,"Russian",Article,Scopus,2-s2.0-85017183621
"Mavletova A., Couper M.P.","55925164500;7005131557;","Mobile web survey design: Scrolling versus paging, sms versus e-mail invitations",2014,"Journal of Survey Statistics and Methodology",25,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013846692&doi=10.1093%2fjssam%2fsmu015&partnerID=40&md5=516a9746c0c54c04dac3f14ff4254ac8","There is some evidence that questionnaire design (scrolling or paging) and invitation mode (SMS or e-mail) have an impact on response rates in web surveys completed on personal computers (PCs). This paper examines whether these findings can be generalized to mobile web surveys. First, we explore the effect of scrolling versus paging design on the breakoff rate, item nonresponse, and completion time in mobile web surveys. Second, we investigate which type of invitation and reminder mode (SMS or e-mail) is more effective in terms of producing higher participation rates and maximizing the percentage of respondents who complete the survey via a mobile device rather than a PC. The paper summarizes the results of an experiment conducted among members of a volunteer online access panel in Russia, who were asked to complete the survey using a mobile device. We find that the scrolling design leads to significantly faster completion times, lower (though not significantly lower) breakoff rates, fewer technical problems, and higher subjective ratings of the questionnaire. We also find that SMS invitations are more effective than e-mail invitations in mobile web surveys. © 2014, American Association for Public Opinion Research. All rights reserved.","Invitation mode; Mobile web surveys; Nonresponse; Participation rates; Survey design",,"English",Article,Scopus,2-s2.0-85013846692
"Malyshev D.S.","25522390800;","The complexity of the edge 3-colorability problem for graphs without two induced fragments each on at most six vertices",2014,"Siberian Electronic Mathematical Reports",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007453841&partnerID=40&md5=ba0014d73beeb541b8366a429818cdcf","We obtain a complete complexity dichotomy for the edge 3-colorability within the family of hereditary classes defined by forbidden induced subgraphs on at most 6 vertices and having at most two 6-vertex forbidden induced structures. © 2014 Malyshev D.S.","Computational complexity; Edge 3-colorability; Efficient algorithm; Hereditary class",,"English",Article,Scopus,2-s2.0-85007453841
"Konyshev V., Sergunin A.","55189510500;55744291900;","Russian military strategies in the high north",2014,"Security and Sovereignty in the North Atlantic",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994236566&doi=10.1057%2f9781137470720.0012&partnerID=40&md5=74a4523fa332e61931e8186c6ddbbdda","In contrast with Western perceptions of Russia as an expansionist power in the Arctic, this chapter argues that Moscow does not seek military superiority in the region. Moscow’s military strategies in the Arctic pursue three major goals: first, to ascertain Russia’s sovereignty over its exclusive economic zone and continental shelf in the region; second, to protect its economic interests in the North; and third, to demonstrate that Russia retains its great power status and still has world-class military capabilities. The Russian military modernization programs are quite modest and aim to upgrade the Russian armed forces in the High North rather than providing them with additional offensive capabilities or provoking a regional arms race. Moscow favors soft rather than hard power strategy in the Arctic. © Lassi Heininen 2014 and their respective authors 2014. All rights reserved.","Military security/strategy; Russia; sovereignty; The arctic",,"English",Book Chapter,Scopus,2-s2.0-84994236566
"Khripunova A., Vishnevskiy K., Karasev O., Meissner D.","57190428948;57194113437;54895674700;55337583500;","Corporate Foresight for Corporate Functions: Impacts from Purchasing Functions",2014,"Strategic Change",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979900412&doi=10.1002%2fjsc.1967&partnerID=40&md5=1c98216589f695192abd465568ca4575","The complicated nature of organizing tenders requires creating new means and instruments which are designed to improve the choice efficiency and reduce the term of decision making. Copyright © 2014 John Wiley & Sons, Ltd",,,"English",Article,Scopus,2-s2.0-84979900412
"Froumin I., Povalko A.","36639433500;57195738502;","Top down push for excellence: Lessons from Russia",2014,"How World-Class Universities Affect Global Higher Education: Influences and Responses",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975881039&doi=10.1007%2f978-94-6209-821-3&partnerID=40&md5=69b19704a041298ce39fbd2b12315e55",[краткое описание не найдено],,,"English",Book Chapter,Scopus,2-s2.0-84975881039
"Finkelstein M., Iglesias K.W., Panova A., Yudkevich M.","16419640600;57189907902;57195239675;25924090500;","Prospects of young professionals in the academic labor market: Global comparison and assessment",2014,"Voprosy Obrazovaniya",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964818965&doi=10.17323%2f1814-9545-2014-2-20-43&partnerID=40&md5=53b6c30593cf9a063cd607b71cebd650","We offer an analytical model to assess prospects for young faculty based on an analysis of conditions and opportunities of PhD graduates entering the academic market in ten countries: Brazil, China, India, France, Germany, Norway, Russia, Portugal, the Republic of South Africa, and the United States. We have singled out four indicators of demand: a) student enrollment growth rate; b) expenses for research and development and for education; c) the age and rank distribution of current faculty in accordance with national retirement policies; and d) development of technology, emergence of new learning models, and the extent to which these models involve students and faculty. Fundamental factors affecting the supply include: 1) the national system's reliance on PhD production, and 2) status of post-graduate programs: whether they are the first step in academic career or only a preparatory phase. We have assessed efficiency of faculty recruitment based on openness of search and screening processes and the relative competition for new positions. We have found that the size of national systems in terms of students and staff has expanded considerably, while their proportion in national economies of the countries has remained almost the same. Demand driven by growth is relatively low in Europe, being constrained by ever lower accessibility of entry-level positions and by the job conditions offered there. Most countries - all except China and South Africa - tend to recruit faculty from newly degree graduates. Supply of PhDs (either native or foreign) is quite favorable, mostly due to female academics. The best part of the ten systems that we have analyzed stick to open competition principles when hiring faculty, but at least three systems (Russia, China, and India) apply a less open and competitive approach at all levels.","Academic degrees; Academic labor market; Demand for young faculty; International comparative studies; Post-graduate education; Supply of young faculty",,"Russian",Article,Scopus,2-s2.0-84964818965
"Sergunin A., Konyshev V.","55744291900;55189510500;","Russia in search of its Arctic strategy: Between hard and soft power?",2014,"Polar Journal",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961403569&doi=10.1080%2f2154896X.2014.913930&partnerID=40&md5=1d3d63bfc6cc86b543648938e73035e9","In contrast with the internationally wide-spread stereotype of Russia as a revisionist power in the High North, this paper argues that Moscow tries to pursue a double-faceted strategy in the region. On the one hand, such a strategy aims at defending Russia’s legitimate economic interests in the region. On the other hand, Moscow is open to cooperation with foreign partners that are willing to partake in exploiting the Arctic natural resources. The general conclusion is that in the foreseeable future Moscow’s strategy in the region will be predictable and pragmatic rather than aggressive or spontaneous. © 2014 Taylor & Francis.","Hard and soft power; Russia; The Arctic",,"English",Article,Scopus,2-s2.0-84961403569
"Vereshchagin N.","7005187259;","Randomized communication complexity of approximating kolmogorov complexity",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958551250&doi=10.1007%2f978-3-319-06686-8_28&partnerID=40&md5=79ca7066bfdaa8ed563d9258bca53211","The paper [Harry Buhrman, Michal Koucký, Nikolay Vereshchagin. Randomized Individual Communication Complexity. IEEE Conference on Computational Complexity 2008: 321-331] considered communication complexity of the following problem. Alice has a binary string x and Bob a binary string y, both of length n, and they want to compute or approximate Kolmogorov complexity C(x|y) of x conditional to y. It is easy to show that deterministic communication complexity of approximating C(x|y) with additive error α is at least n∈-∈2α∈-∈O(1). The above referenced paper asks what is randomized communication complexity of this problem and shows that for r-round randomized protocols its communication complexity is at least Ω((n/α)1/r ). In this paper, for some positive ε, we show the lower bound 0.99n for (worst case) communication length of any randomized protocol that with probability at least 0.01 approximates C(x|y) with additive error εn for all input pairs. © 2014 Springer International Publishing Switzerland.",,"Computation theory; Distributed computer systems; Additive errors; Binary string; Communication complexity; Deterministic communications; Following problem; Kolmogorov complexity; Lower bounds; Randomized protocols; Communication","English",Conference Paper,Scopus,2-s2.0-84958551250
"Galitsky B.A., Ilvovsky D., Kuznetsov S.O., Strok F.","6603420071;55967196200;7202573378;55876566100;","Finding maximal common sub-parse thickets for multi-sentence search",2014,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958526709&doi=10.1007%2f978-3-319-04534-4_4&partnerID=40&md5=bf68f3ad6108292dd4ac8dd1d250bc86","We develop a graph representation and learning technique for parse structures for paragraphs of text. We introduce Parse Thicket (PT) as a set of syntactic parse trees augmented by a number of arcs for inter-sentence word-word relations such as co-reference and taxonomic relations. These arcs are also derived from other sources, including Speech Act and Rhetoric Structure theories. We provide a detailed illustration of how PTs are built from parse trees and generalized as phrases by computing maximal common subgraphs. The proposed approach is subject to evaluation in the product search and recommendation domain, where search queries include multiple sentences. We draw the comparison for search relevance improvement by pair-wise sentence generalization, phrase-level generalization, and generalizations of PTs as graphs. © Springer International Publishing Switzerland 2014.",,"Forestry; Knowledge representation; Graph representation; Learning techniques; Parse trees; Search queries; Speech acts; Structure theory; Subgraphs; Syntactic parse tree; Graphic methods; Evaluation; Forestry","English",Conference Paper,Scopus,2-s2.0-84958526709
"Falikman M.V.","8548922600;","Cognition and its master new challenges for cognitive science",2014,"The Cambridge Handbook of Cultural-Historical Psychology",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954241286&doi=10.1017%2fCBO9781139028097.026&partnerID=40&md5=fce4b87194c33148846b0d1941441488","The second half of the twentieth century has become an epoch of the explosive development of cognitive psychology and cognitive science, now a mighty interdisciplinary scientific domain with a great many research centers and university programs all over the world. Cognitive science dates back to the time when Soviet psychology reached its theoretical zenith, with Lev Vygotsky’s cultural-historical psychology taken up by his students and colleagues, first of all by Alexander Luria in his concept of the dynamic localization of higher mental functions, with Alexei Leontiev’s emerging theory of activity implemented in the studies related to the Kharkiv school of psychology (on the Kharkiv school, see Yasnitsky and Ferrari, 2008), and one more version of the theory of activity proposed by S. L. Rubinstein. Lacking scientific communication, Soviet experimental psychology of cognition and cognitive psychology tapped at the same issues from different theoretical viewpoints and, as a result, constructed two different understandings of the “cognitive subject,” quite far from each other, even if echoing each other in some respects. And it was not until the twenty-first century that these two began noticeably converging. Not so typical of science, cognitive science has got a specific birth date – September 11, 1956, the second day of the Information Processing Symposium at MIT, where three seminal talks were given. A linguist, Noam Chomsky, presented his original understanding of language in “The three models for the description of language”; a psychologist, George Miller, proposed a short-term memory model in his talk “The magic number 7 plus or minus 2”; and Allen Newell and Herbert Simon described the very first artificial intelligence model, “Logic Theorist,” proving formal logic theorems. The four speakers, together with Jerome Bruner, the founder of the first Cognitive Science Center at Harvard in 1960, are commonly considered as the fathers of cognitive science (e.g. Gardner, 1987; Thagard, 2005). © Cambridge University Press 2014.",,,"English",Book Chapter,Scopus,2-s2.0-84954241286
"Dubovik A., Parakhonyak A.","52263524800;55504254500;","Drugs, guns, and targeted competition",2014,"Games and Economic Behavior",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949319730&doi=10.1016%2fj.geb.2014.06.007&partnerID=40&md5=42812e444ce1ba1e29eeb073a530f51d","We consider a dynamic competition game involving three players, in which each player can vary the extent of his competition on a per-rival basis. We call such competition targeted. We show that if the players are myopic, then the weaker players eventually lose the game to their strongest rival. If instead the players are sufficiently far-sighted, then all three players converge in their power and stay in the game. We develop our model in application to drug wars, but the approach of targeted competition can be applied to competition between firms or political parties, or to warfare. © 2014 Elsevier Inc.","Differential games; Drug wars; Dynamic oligopoly; Targeted competition",,"English",Article,Scopus,2-s2.0-84949319730
"Aksenov S.A., Chumachenko E.N., Kolesnikov A.V., Osipov S.A.","15080694300;7004559856;56423264600;55736057300;","Determination of optimal conditions for gas forming of aluminum Sheets",2014,"Procedia Engineering",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949120647&doi=10.1016%2fj.proeng.2014.10.134&partnerID=40&md5=064c7183012e57b77c7fb48bcf40edd5","This study proposes a method for determining the material constitutive equations and optimal forming conditions on the basis of free bulging tests. The blow-forming tests were carried out at the temperature of 420 °C using aluminum alloy (AMg-6) sheets of a 1 mm thickness. Each test was performed at constant pressure. For each fixed value of the pressure, a series of experiments was carried out with different forming times to obtain evolutions of dome height H and thickness s. These data were processed by the proposed method to obtain the flow stress dependence on the effective strain rate. The constitutive equations were obtained by least squares minimization of deviations between the experimental variations of H and s and ones predicted by a simplified engineering model. On the basis of the obtained data, the optimum strain rate for AMg-6 processing was determined as one corresponding to the maximum strain rate sensitivity. © 2014 The Authors. Published by Elsevier Ltd.","Amg6; Bulge forming; Mathematical simulation; Rheological parameters; Strain rate sensitivity index; Superplasticity","Aluminum; Constitutive equations; Superplasticity; Amg6; Bulge forming; Mathematical simulations; Rheological parameter; Strain rate sensitivity index; Strain rate","English",Conference Paper,Scopus,2-s2.0-84949120647
