Авторы,Идентификатор автора(ов),Название,Год,Название источника,Цитирования,Ссылка,Краткое описание,Ключевые слова автора,Ключевые слова указателя,Язык оригинального документа,Тип документа,Источник,EID
"Ovchenkov Y.A., Chareev D.A., Kulbachinskii V.A., Kytin V.G., Presnov D.E., Volkova O.S., Vasiliev A.N.",56922315600;15051531400;7005137116;7004150797;6602874928;56227907300;7402046602;,Highly mobile carriers in iron-based superconductors,2017,Superconductor Science and Technology,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014518126&doi=10.1088%2f1361-6668%2faa570a&partnerID=40&md5=3ced0035e18f64fc2cb3c90879fd33e2,"The field and temperature dependencies of the resistivity and Hall effect are measured for FeSe1-xSx (x = 0.04, 0.09, and 0.19) single crystals. Sample FeSe0.81S0.19 does not show a transition to an orthorhombic phase and at low temperatures exhibits transport properties, which are very different from those of orthorhombic samples. The behavior of FeSe0.81S0.19 is well described by the simple two-band model with comparable values of the hole and electron mobilities. The characteristics of the low-temperature transport properties of the orthorhombic Fe(SeS) samples are largely determined by the presence of a small number of highly mobile carriers, which may originate from the local regions of the Fermi surface, presumably, nearby the Van Hove singularity points. Our results, for the first time, demonstrate a strong evolution of a tiny band of highly mobile electrons at a tetragonal to orthorhombic quantum phase transition. The behavior of this band can be the reason for the diverging nematic susceptibility, determined from elastoresistivity, which is considered one of the most intriguing phenomena in the physics of iron-based superconductors. © 2017 IOP Publishing Ltd Printed in the UK.",Hall effect; iron-based superconductors; magnetoresistance; nematicity; phase transitions,Hall effect; High temperature superconductors; Iron; Magnetoresistance; Phase transitions; Single crystals; Superconducting materials; Temperature; Transport properties; Highly mobile electrons; Low temperature transport properties; Low temperatures; nematicity; Orthorhombic phase; Quantum phase transitions; Temperature dependencies; Van Hove singularities; Iron-based Superconductors,English,Article,Scopus,2-s2.0-85014518126
"Kanovich M., Ban Kirigin T., Nigam V., Scedrov A., Talcott C., Perovic R.",56117921300;37022991500;23390327300;6701808416;7003406044;55053424400;,A rewriting framework and logic for activities subject to regulations,2017,Mathematical Structures in Computer Science,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930365292&doi=10.1017%2fS096012951500016X&partnerID=40&md5=ee0657e2f1eee4f2525f7b2486e104b0,"Activities such as clinical investigations (CIs) or financial processes are subject to regulations to ensure quality of results and avoid negative consequences. Regulations may be imposed by multiple governmental agencies as well as by institutional policies and protocols. Due to the complexity of both regulations and activities, there is great potential for violation due to human error, misunderstanding, or even intent. Executable formal models of regulations, protocols and activities can form the foundation for automated assistants to aid planning, monitoring and compliance checking. We propose a model based on multiset rewriting where time is discrete and is specified by timestamps attached to facts. Actions, as well as initial, goal and critical states may be constrained by means of relative time constraints. Moreover, actions may have non-deterministic effects, i.e. they may have different outcomes whenever applied. We present a formal semantics of our model based on focused proofs of linear logic with definitions. We also determine the computational complexity of various planning problems. Plan compliance problem, for example, is the problem of finding a plan that leads from an initial state to a desired goal state without reaching any undesired critical state. We consider all actions to be balanced, i.e. their pre- and post-conditions have the same number of facts. Under this assumption on actions, we show that the plan compliance problem is PSPACE-complete when all actions have only deterministic effects and is EXPTIME-complete when actions may have non-deterministic effects. Finally, we show that the restrictions on the form of actions and time constraints taken in the specification of our model are necessary for decidability of the planning problems. © 2015 Cambridge University Press.",,Critical current density (superconductivity); Formal methods; Semantics; Clinical investigation; Compliance checking; Financial process; Governmental agency; Institutional policies; Multiset rewriting; Pre and post conditions; Quality of results; Compliance control,English,Article,Scopus,2-s2.0-84930365292
"Koukouli F., Rooy M., Tziotis D., Sailor K.A., O'Neill H.C., Levenga J., Witte M., Nilges M., Changeux J.-P., Hoeffer C.A., Stitzel J.A., Gutkin B.S., Digregorio D.A., Maskos U.",36238130800;57192425393;57194972484;6701440987;7102155899;24343810000;56727706000;7006940093;36046872900;57193762647;7003389867;55884887100;7004128268;6603908499;,Nicotine reverses hypofrontality in animal models of addiction and schizophrenia,2017,Nature Medicine,30.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85010894766&doi=10.1038%2fnm.4274&partnerID=40&md5=b48ee4a1c8a7f4a008ab7f795528f278,"The prefrontal cortex (PFC) underlies higher cognitive processes that are modulated by nicotinic acetylcholine receptor (nAChR) activation by cholinergic inputs. PFC spontaneous default activity is altered in neuropsychiatric disorders, including schizophrenia - a disorder that can be accompanied by heavy smoking. Recently, genome-wide association studies (GWAS) identified single-nucleotide polymorphisms (SNPs) in the human CHRNA5 gene, encoding the α5 nAChR subunit, that increase the risks for both smoking and schizophrenia. Mice with altered nAChR gene function exhibit PFC-dependent behavioral deficits, but it is unknown how the corresponding human polymorphisms alter the cellular and circuit mechanisms underlying behavior. Here we show that mice expressing a human α5 SNP exhibit neurocognitive behavioral deficits in social interaction and sensorimotor gating tasks. Two-photon calcium imaging in awake mouse models showed that nicotine can differentially influence PFC pyramidal cell activity by nAChR modulation of layer II/III hierarchical inhibitory circuits. In α5-SNP-expressing and α5-knockout mice, lower activity of vasoactive intestinal polypeptide (VIP) interneurons resulted in an increased somatostatin (SOM) interneuron inhibitory drive over layer II/III pyramidal neurons. The decreased activity observed in α5-SNP-expressing mice resembles the hypofrontality observed in patients with psychiatric disorders, including schizophrenia and addiction. Chronic nicotine administration reversed this hypofrontality, suggesting that administration of nicotine may represent a therapeutic strategy for the treatment of schizophrenia, and a physiological basis for the tendency of patients with schizophrenia to self-medicate by smoking. © 2017 Nature America, Inc., part of Springer Nature. All rights reserved.",,"calcium; nicotine; somatostatin; vasoactive intestinal polypeptide; beta 2 adrenergic receptor; bungarotoxin receptor; CHRNA5 protein, mouse; Chrna7 protein, mouse; nicotine; nicotinic agent; nicotinic receptor; addiction; animal experiment; animal model; Article; cell activity; chronic drug administration; controlled study; interneuron; male; mouse; nonhuman; priority journal; pyramidal nerve cell; schizophrenia; sensory gating; single nucleotide polymorphism; social interaction; wakefulness; animal; animal behavior; CRISPR Cas system; disease model; drug effects; fluorescent antibody technique; genetics; knockout mouse; nerve cell inhibition; pathophysiology; prefrontal cortex; prepulse inhibition; schizophrenia; social behavior; startle reflex; tobacco dependence; transgenic mouse; alpha7 Nicotinic Acetylcholine Receptor; Animals; Behavior, Animal; CRISPR-Cas Systems; Disease Models, Animal; Fluorescent Antibody Technique; Male; Mice; Mice, Knockout; Mice, Transgenic; Neural Inhibition; Nicotine; Nicotinic Agonists; Polymorphism, Single Nucleotide; Prefrontal Cortex; Prepulse Inhibition; Pyramidal Cells; Receptors, Adrenergic, beta-2; Receptors, Nicotinic; Reflex, Startle; Schizophrenia; Social Behavior; Tobacco Use Disorder",English,Article,Scopus,2-s2.0-85010894766
"Dahler-Larsen P., Abma T., Bustelo M., Irimia R., Kosunen S., Kravchuk I., Minina E., Segerholm C., Shiroma E., Stame N., Tshali C.K.",6507785833;6603427715;15130793800;57193982116;55882633600;57193347166;57191906272;6508333392;23981658700;6507895273;57193344322;,"Evaluation, Language, and Untranslatables",2017,American Journal of Evaluation,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013212177&doi=10.1177%2f1098214016678682&partnerID=40&md5=23ec4bc6c8c239552d51de4528501a37,"The issue of translatability is pressing in international evaluation, in global transfer of evaluative instruments, in comparative performance management, and in culturally responsive evaluation. Terms that are never fully understood, digested, or accepted may continue to influence issues, problems, and social interactions in and around and after evaluations. Their meanings can be imposed or reinvented. Untranslatable terms are not just “lost in translation” but may produce overflows that do not go away. The purpose of this article is to increase attention to the issue of translatability in evaluation by means of specific exemplars. We provide a short dictionary of such exemplars delivered by evaluators, consultants, and teachers who work across a variety of contexts. We conclude with a few recommendations: highlight frictions in translatability by deliberately circulating and discussing words of relevance that appear to be “foreign”; increase the language skills of evaluators; and make research on frictions in translation an articulate part of the agenda for research on evaluation. © 2016, © The Author(s) 2016.",culture; language; translation,,English,Article,Scopus,2-s2.0-85013212177
"Akopov A.S., Beklaryan L.A., Saghatelyan A.K.",47561181900;6602611447;25626368900;,Agent-based modelling for ecological economics: A case study of the Republic of Armenia,2017,Ecological Modelling,3.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009386456&doi=10.1016%2fj.ecolmodel.2016.11.012&partnerID=40&md5=45bcf5103e0b1adbd36014a3e277751b,"The ecological modernisation of enterprises has led to significant levels of total emissions in the atmosphere. This is a very important and complex issue for the Republic of Armenia (RA). An agent-based model was developed to determine the best trade-offs for the ecological modernisation of enterprises. The aim is to solve the bi-objective optimisation problem, the objectives of which are the ‘Integrated Volume of Total Emissions’ and the ‘Integrated Index of Industrial Production’. The results indicate that it is possible to reduce the total emissions in the atmosphere by more than 20% for a ten-year period. This may be done by keeping up the positive dynamics of industrial production through choosing trade-offs in the frame of the ‘Pareto-optimal ecological modernisation’ scenario. The scenario was obtained with the help of the suggested genetic algorithm, modified for the problem of the binary control of transitions from initial non-ecological states of each enterprise, towards the target state of ecologically pure manufacturing. © 2016 Elsevier B.V.",Agent-based modelling; Air pollution; Ecological economics; Ecological modernization; Ecological trade-offs; Ecological-economics system; Genetic algorithm; Multi-objective optimization; Republic of Armenia,Air pollution; Autonomous agents; Commerce; Computational methods; Economic and social effects; Economics; Genetic algorithms; Industrial emissions; Multiobjective optimization; Optimization; Pareto principle; Agent-based modelling; Armenia; Ecological economics; Ecological modernizations; Trade off; Ecology; atmospheric pollution; ecological economics; emission; genetic algorithm; industrial production; modernization; optimization; trade-environment relations; trade-off; Armenia [West Asia],English,Article,Scopus,2-s2.0-85009386456
"Ludwig T., Burmistrov I.S., Gefen Y., Shnirman A.",36908348500;8951092500;7003855110;6603674816;,Strong nonequilibrium effects in spin-torque systems,2017,Physical Review B,5.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014660163&doi=10.1103%2fPhysRevB.95.075425&partnerID=40&md5=59539e7e8f3252205dc731cc5e563fb7,"We consider a problem of persistent magnetization precession in a single-domain ferromagnetic nanoparticle under the driving by the spin-transfer torque. We find that the adjustment of the electronic distribution function in the particle renders this state unstable. Instead, abrupt switching of the spin orientation is predicted upon increase of the spin-transfer torque current. On the technical level, we derive an effective action of the type of Ambegaokar-Eckern-Schön action for the coupled dynamics of magnetization [gauge group SU(2)] and voltage [gauge group U(1)]. © 2017 American Physical Society.",,,English,Article,Scopus,2-s2.0-85014660163
"Bershtein M.A., Shchechkin A.I.",36238863000;55948808900;,Bäcklund transformation of Painlevé III(D 8) τ function,2017,Journal of Physics A: Mathematical and Theoretical,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014315285&doi=10.1088%2f1751-8121%2faa59c9&partnerID=40&md5=34d91aee3711c3fa1465fdfc37557eff,"We study the explicit formula (suggested by Gamayun, Iorgov and Lisovyy) for the Painlevé III(D 8) τ function in terms of Virasoro conformal blocks with a central charge of 1. The Painlevé equation has two types of bilinear forms, which we call Toda-like and Okamoto-like. We obtain these equations from the representation theory using an embedding of the direct sum of two Virasoro algebras in a certain superalgebra. These two types of bilinear forms correspond to the Neveu-Schwarz sector and the Ramond sector of this algebra. We also obtain the τ functions of the algebraic solutions of the Painlevé III(D 8) from the special representations of the Virasoro algebra of the highest weight (n + 1/4)2. © 2017 IOP Publishing Ltd.",bilinear equations; Bäcklund transformations; Painlevé equations; Virasoro algebra,,English,Article,Scopus,2-s2.0-85014315285
"Arutyunov K.Y., Lehtinen J.S.",6603572972;55099794000;,Junctionless Cooper pair transistor,2017,Physica C: Superconductivity and its Applications,2.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960977024&doi=10.1016%2fj.physc.2016.02.010&partnerID=40&md5=d5b79f2abe3de6f44c3f5c67cbe47bae,"Quantum phase slip (QPS) is the topological singularity of the complex order parameter of a quasi-one-dimensional superconductor: momentary zeroing of the modulus and simultaneous 'slip' of the phase by ±2π. The QPS event(s) are the dynamic equivalent of tunneling through a conventional Josephson junction containing static in space and time weak link(s). Here we demonstrate the operation of a superconducting single electron transistor (Cooper pair transistor) without any tunnel junctions. Instead a pair of thin superconducting titanium wires in QPS regime was used. The current–voltage characteristics demonstrate the clear Coulomb blockade with magnitude of the Coulomb gap modulated by the gate potential. The Coulomb blockade disappears above the critical temperature, and at low temperatures can be suppressed by strong magnetic field. © 2016 Elsevier B.V.",Coulomb blockade; Quantum phase slip; Quasi-one-dimensional superconductivity,Coulomb blockade; Current voltage characteristics; Quantum optics; Quantum theory; Tunnel junctions; Cooper-pair transistors; Critical temperatures; Dynamic equivalent; Josephson-junction; Quantum phase; Quasi-one dimensional; Strong magnetic fields; Superconducting single-electron transistors; Single electron transistors,English,Article,Scopus,2-s2.0-84960977024
"Khoroshkin S.M., Matushko M.G., Sklyanin E.K.",6701844011;57193504526;55012072500;,On spin Calogero-Moser system at infinity,2017,Journal of Physics A: Mathematical and Theoretical,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014351938&doi=10.1088%2f1751-8121%2faa58f7&partnerID=40&md5=aad07ea1b7fa2111333311c0b1e3a974,"We present a construction of a new integrable model as an infinite limit of Calogero models of N particles with spin. It is implemented in the multicomponent Fock space. Explicit formulas for Dunkl operators, the Yangian generators in the multicomponent Fock space are presented. The classical limit of the system is examined. © 2017 IOP Publishing Ltd.",Calogero-Moser system; Dunkl operators; multicomponent Fock space; vertex operators; Yangian,,English,Article,Scopus,2-s2.0-85014351938
"Kasamara V., Sorokina A.",36573691900;36574503300;,Rebuilt Empire or New Collapse? Geopolitical Visions of Russian Students*,2017,Europe - Asia Studies,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015256472&doi=10.1080%2f09668136.2017.1295023&partnerID=40&md5=6240aa9cc9cf7a0f5d497d1fdc16a5ab,"This essay presents findings from 136 in-depth interviews conducted amongst students at three leading Russian universities. Qualitative analysis revealed a three-way divide in how the students imagined Russia’s future. The largest group is optimistic about Russia, seeing it as a global power. A second, smaller group expects Russia to decline in the coming years, while the third group is undecided and unwilling to make forecasts. The essay considers the arguments of the ‘optimists’ and ‘pessimists’, who respectively backed and criticised the annexation of Crimea. The essay highlights the association between support for the annexation and optimism about Russia’s future. © 2017 University of Glasgow.",,geopolitics; student; Crimea; Russian Federation; Ukraine,English,Article,Scopus,2-s2.0-85015256472
"Krupets Y., Morris J., Nartova N., Omelchenko E., Sabirova G.",57190371148;36340723900;21234069400;56908457800;50861816500;,Imagining young adults’ citizenship in Russia: from fatalism to affective ideas of belonging*,2017,Journal of Youth Studies,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979609747&doi=10.1080%2f13676261.2016.1206862&partnerID=40&md5=893da2498af0b05eb670e65d30878ac8,"This article contributes to a comparative analysis of the meaning of citizenship for youth. Young people, traditionally seen as ‘incomplete’ citizens in the process of transition to adulthood, possess their own everyday understanding of what it means to be a citizen in the contemporary world. Based on empirical qualitative material collected in two Russian cities, it is argued that there is a disjunction among young Russians between the ideal-typical perception of citizenship and the practical realisation of it. Particular emphasis is put on the ‘emotional’ understanding of citizenship by Russian youth involving the experience of particular feelings towards fellow citizens and the country. © 2016 Informa UK Limited, trading as Taylor & Francis Group.",citizenship; everyday citizenship; Russia; young adults; Youth,adulthood; citizenship; city; human; juvenile; perception; Russian (citizen); young adult,English,Article,Scopus,2-s2.0-84979609747
Kukulin I.,36571921100;,"""The long-legged time is fording the war"": The postcolonial condition of the russian-language poetry of Ukraine",2017,Postcolonial Slavic Literatures After Communism,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034011640&doi=10.3726%2f978-3-653-06149-9&partnerID=40&md5=2228f869a0e86ef8c24023f46cf33e04,"This paper focuses on a postcolonial reading of recent works by Russian-speaking poets living in Ukraine. The writers reflected the political polarization of the years 2014 and 2015 in their works, blog entries, and interviews. A significant part of the Russianspeaking writers of Ukraine supported the ""Revolution of Dignity"" in Kyiv and morally opposed the Russian annexation of Crimea and the subsequent military intervention in Eastern Ukraine. One of the main features of the new ""anti-imperialist"" poetry of Ukraine is the critical deconstruction of the collectivist mobilizing ideologies that are so widespread in contemporary Russia and partly in Ukraine. I argue that the aesthetics of this deconstruction may be interpreted as a reconsideration of the traditions of the so-called uncensored Russian poetry which originated in Soviet times. This branch of Russian poetry relies on the critical analysis of and moral resistance to the Soviet hierarchical canon and any ""centralized"" style. Thus the uncensored poetry provided the aesthetic tools also for the deconstruction of the Soviet, post-Soviet, and neoimperialist rhetoric of political ""unity"" and ""entity"" of the ""Russian World."" My argument is that a ""tropological deconstruction,"" which, according to Gayatri Spivak, is necessary for postcolonial writing and reading, is significant for the contemporary Russian poetry of Ukraine, and that the methods of this deconstruction strongly resemble, if not directly continue the methods of the Russian uncensored literature which, however, for the most part had no overt anti-colonial content.",,,English,Book Chapter,Scopus,2-s2.0-85034011640
"Khoroshkin A., Willwacher T., Živković M.",16042672000;6506932030;56481244200;,Differentials on graph complexes,2017,Advances in Mathematics,6.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007386838&doi=10.1016%2fj.aim.2016.05.029&partnerID=40&md5=a649619e5620d1f06700c20aaf52595b,"We study the cohomology of complexes of ordinary (non-decorated) graphs, introduced by M. Kontsevich. We construct spectral sequences converging to zero whose first page contains the graph cohomology. In particular, these spectral sequences may be used to show the existence of an infinite series of previously unknown and provably non-trivial cohomology classes, and put constraints on the structure of the graph cohomology as a whole. © 2016",Graph complexes,,English,Article,Scopus,2-s2.0-85007386838
"Makarov A.A., Simonova G.I.",48661185300;23052617500;,Some Properties of Two-Sample Kolmogorov–Smirnov Test in the Case of Contamination of One of the Samples,2017,Journal of Mathematical Sciences (United States),,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046238257&doi=10.1007%2fs10958-016-3215-1&partnerID=40&md5=ec1bf6f57d00383199e65d94fd367aa1,"We discuss some properties of the two-sample Kolmogorov–Smirnov test for trimmed samples, one of which is drawn from the standard normal distribution and another is a mixture of two normal distributions. Using mathematical simulation, we show the insensibility of the test to small portions of contamination. Some properties of the test for moderate rates of contamination are demonstrated. © 2016 Springer Science+Business Media New York",,,English,Article,Scopus,2-s2.0-85046238257
"Gromov A.D., Platonova D.P., Semyonov D.S., Pyrova T.L.",57200090544;57190431251;57190430474;57200091978;,The Accessibility of Higher Education in the Russian Regions,2017,Russian Education and Society,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039456848&doi=10.1080%2f10609393.2017.1392801&partnerID=40&md5=6ba0058465e535505af67c76736e4118,"This article provides a comparative analysis of accessibility of higher education across Russian regions in terms of the following three factors: the availability of admission opportunities; financial affordability; and geographic accessibility. The study will be of interest to government agencies in higher education at various levels, analysts and researchers, as well as a wide range of readers focused on regional differences in higher education systems and policies. © 2017 Taylor & Francis Group, LLC.",,,English,Article,Scopus,2-s2.0-85039456848
Gromov A.D.,57200090544;,The Academic Mobility of Foreign Students in Russia,2017,Russian Education and Society,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039439332&doi=10.1080%2f10609393.2017.1392799&partnerID=40&md5=21b31d235ae2d5acdc920c1c56eacfb6,"This article presents statistics about the cohort of foreign students studying at Russian universities. It will interest researchers and a large number of higher education professionals, including university administrators and employees at state oversight agencies. © 2017 Taylor & Francis Group, LLC.",,,English,Article,Scopus,2-s2.0-85039439332
"Zair-Bek S.I., Belikov A.A., Plekhanov A.A.",23989937400;57200089466;57200093608;,Russian Schools: The Information Revolution Continues,2017,Russian Education and Society,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039438045&doi=10.1080%2f10609393.2017.1392804&partnerID=40&md5=d78679ef81b93ceeffd26aedb38eb122,"This article presents educational statistics that reflect the basic indicators describing the state of information technology infrastructure in secondary general education in 2014. This research seeks to analyze how Russia’s Federal State Educational Standards governing secondary general education facilitate the creation of information-based teaching methods and the supply of equipment. Special attention is paid to the interregional differences in information-educational infrastructure as well as the differences between how urban and rural schools are equipped with this infrastructure. This study may prove to be useful to regional education authorities and experts in the field of public educational policy as a starting point for analyzing educational statistics while taking into account regional contextual indicators. © 2017 Taylor & Francis Group, LLC.",,,English,Article,Scopus,2-s2.0-85039438045
"Leshukov O.V., Yevseyeva D.G., Gromov A.D., Platonova D.P.",57190431219;57200089547;57200090544;57190431251;,Assessment of the Contribution of Regional Higher Education Systems to the Socio-Economic Development of the Russian Regions,2017,Russian Education and Society,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039432156&doi=10.1080%2f10609393.2017.1392802&partnerID=40&md5=7bc3df145f5601f2b0e27d677e478e4d,"This article analyzes how Russia’s networks of higher education institutions contribute to their host regions in terms of the following three major facets: the economic development; the human capital development; and the innovative development. To ensure the analytical framework used derives relevant and representative findings given the nature of the Russian socio-economic environment, the authors implement a customized methodology that factors in the most appropriate components from various international best practices in assessing university effects on comprehensive societal development. The study will be of interest to a wide audience of stakeholders in higher education and broader contexts, including policy professionals at the federal and regional levels, institutional leadership, researchers and analysts, students in socio-political, economic, and educational majors, etc. © 2017 Taylor & Francis Group, LLC.",,,English,Article,Scopus,2-s2.0-85039432156
"Anuchin I.A., Belikov A.A., Denisov A.A., Kupriyanov B.V.",57200086310;57200089466;57200092659;57131078100;,The Main Features of Organized Summer Vacation and Recreation Opportunities for Children in Russia,2017,Russian Education and Society,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039429797&doi=10.1080%2f10609393.2017.1392798&partnerID=40&md5=8cdfd30191c83e68f63d48adfb4c4e3e,"This article is dedicated to the 2015 Russian summer recreation campaign for children and teenagers between the ages of 6 and 18. The data presented will prove useful to experts in the field of public policy in education as a starting point for further analysis. © 2017 Taylor & Francis Group, LLC.",,,English,Article,Scopus,2-s2.0-85039429797
"Savitskaya E.V., Altunina N.S.",57200089364;57200085478;,"Higher Education: Reputation Effects, Signal Distortions, and Propitious Selection",2017,Russian Education and Society,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039418132&doi=10.1080%2f10609393.2017.1392803&partnerID=40&md5=a7a0c9ad4a36b453b254401693b0d82b,"We attempt to prove the hypothesis that, under certain conditions, a phenomenon of propitious selection may arise on the higher education market: When talented university entrants favor applying to branded universities, the latter are able to automatically build up a positive reputation without having to actually improve the quality of their educational process. We have performed an econometric modeling and regression analysis on a set of data that were obtained from a survey of Moscow university freshmen to show that high school graduates with high scores on the Unified State Exam (USE) really are oriented toward branded universities and that these prospective students believe that obtaining a prestigious degree is even more important than entering any particular profession. Entrants lack complete information about the quality of education at any given university. The analysis of university rankings presented in this article shows that they are unable to completely solve this information asymmetry since they contain signal distortions introduced by their ranking methodology. These rankings primarily prioritize the research activity of faculty members, and they ignore their teaching performance and work with students. Therefore, often universities design their policies in such a way as to privilege the criteria that are used in rankings, and they focus on improving precisely these indicators at the expense of other considerations. As a result, branded universities are able to distinguish themselves from conventional higher education institutions not by actually providing higher quality educational services, but by selecting the best applicants and benefiting from the powerful peer effect of having these students study together. In this way, these universities can produce excellent graduates that ensure their positive reputation in the eyes of employers and at the same time increase their brand value by raising their position in the rankings. © 2017 Taylor & Francis Group, LLC.",,,English,Article,Scopus,2-s2.0-85039418132
Gazman V.,57197775525;,Overcoming stereotypes in leasing,2017,Voprosy Ekonomiki,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034660630&partnerID=40&md5=a5a3af1f6e6862f9dce4e20f7ec15ae6,"If we want securitization to become one of the main channels to attract funding in leasing activity, as the Bank of Russia predicts, one needs to revise some stereotypes. Relying on foreign and domestic research, the author gives a critical assessment of the postulate of the need for uniformity of securitized assets; proves that real estate, contrary to the traditional approach, rather than equipment and transport, prevails in securitization transactions, and explains why this happens. The article presents a new perspective on the behavior of issuers concerning the timing of securities circulation; considers feasibility approach to the calculation of variable character of leverage in leasing; explains pro and contra of evaluating the leasing market based on the volume of the portfolio of contracts; reveals the validity of ratings of bonds issued in the course of securitization of leasing assets.",Credit risk; Emission; Finance; Leasing; Leverage; Real estate; Securitization,,Russian,Review,Scopus,2-s2.0-85034660630
"Akindinova N., Chernyavsky A., Avdeeva D.",57195253261;57197773326;57197773932;,Effectiveness of budget expenditures in Russia and OECD countries,2017,Voprosy Ekonomiki,1.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034651976&partnerID=40&md5=ba29c7dc575494cda64c9472e82a003b,"The article provides comparative analysis of the effectiveness of budget spending in Russia and OECD countries and examines the relation between effectiveness and the structure of budget expenditures. Effectiveness evaluation is based on the integral index, which includes a set of performance indicators for a number of areas and functions of budget expenditures: administrative, education, health, infrastructure, income distribution, stabilization and distribution of public goods. According to the results, in terms of the effectiveness of public sector expenditures Russia currently performs worse than all OECD countries, except Greece, and Lithuania.",Budget expenditures effectiveness; Budget structure; Government expenditures; OECD countries; Russia,,Russian,Article,Scopus,2-s2.0-85034651976
"Makarov A.A., Simonova G.I.",48661185300;23052617500;,Some Properties of Two-Sample Kolmogorov–Smirnov Test in the Case of Contamination of One of the Samples,2017,Journal of Mathematical Sciences (United States),4.0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027922755&doi=10.1007%2fs10958-016-3215-1&partnerID=40&md5=cbdee4feeaeb1709da1e9c899b29e6b1,"We discuss some properties of the two-sample Kolmogorov–Smirnov test for trimmed samples, one of which is drawn from the standard normal distribution and another is a mixture of two normal distributions. Using mathematical simulation, we show the insensibility of the test to small portions of contamination. Some properties of the test for moderate rates of contamination are demonstrated. © 2016, Springer Science+Business Media New York.",,,English,Article,Scopus,2-s2.0-85027922755
Pekarski S.,36549106400;,Tight money and the sustainability of public debt,2017,International Journal of Central Banking,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011579862&partnerID=40&md5=cee2404d914780acbab38244578f1cf8,"In the celebrated paper “Some Unpleasant Monetarist Arithmetic,” Sargent and Wallace (1981) show that tight monetary policy is not feasible unless it is supported by appropriate fiscal adjustment. In this paper, we explore a simple forwardlooking monetary model to show that an anticipated decrease in the growth rate of base money is not necessarily characterized by “unpleasant arithmetic.” This is due to a possible transitory gain in seigniorage supported by a temporal decrease in the real interest rate, which keeps public debt on a sustainable path. An important implication is that an increase in the present value of future budget deficits does not necessarily have inflationary consequences. © 2017 European Central Bank. All rights reserved.",,,English,Article,Scopus,2-s2.0-85011579862
"Arkhipova A., Esterov A.",57193125421;8697123200;,Signs of the Leading Coefficients of the Resultant,2017,Geometric and Functional Analysis,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011009048&doi=10.1007%2fs00039-017-0393-z&partnerID=40&md5=69f658fc0d3a67c52c657833dc24a0d7,"We construct a certain F2-valued analogue of the mixed volume of lattice polytopes. This 2-mixed volume cannot be defined as a polarization of any kind of an additive measure, or characterized by any kind of its monotonicity properties, because neither of the two makes sense over F2. In this sense, the convex-geometric nature of the 2-mixed volume remains unclear. On the other hand, the 2-mixed volume seems to be no less natural and useful than the classical mixed volume—in particular, it also plays an important role in algebraic geometry. As an illustration of this role, we obtain a closed-form expression in terms of the 2-mixed volume to compute the signs of the leading coefficients of the resultant, which were by now explicitly computed only for some special cases. © 2017, Springer International Publishing.",Algebraic geometry; Convex geometry; Mixed volumes; Newton polyhedra; Resultants; Tropical geometry,,English,Article,Scopus,2-s2.0-85011009048
